,SrNo,System_Date_Time,IMEI_Number,Sim_Number,SIMCOM_Manufacturing_DATE,ESP_Name,ESP_Serial_Number,ESP_ManufacturingDate,Network_Timestamp,Body_Temperature,Heart_Rate,SpO2,accX,accY,accZ,gyroX,gyroY,gyroZ,Heading,Body_Activity,Jaw_Movement,AT_Ideal_Temperature,Location,Battery,Device_Status,Network_Timestamp,"Body_Activity
1- standing
0- sitting","Jaw_Movement
0- feeding
1- Head Move
2- Idle
3- Rumination"
2004,30989,2024-09-10 18:18:56,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:18:51",37.14,0,80,1.07,3.59,7.93,-0.05,0,0.01,NE,Sitting,2,37.865,"28.535888,77.567932",100,0,"24/09/10,18:18:51",1,0
2005,30990,2024-09-10 18:20:07,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:20:02",37.1,0,80,1.08,3.62,7.91,-0.05,0,0.01,NE,Sitting,2,37.865,"28.535825,77.567963",100,0,"24/09/10,18:20:02",1,0
2006,30991,2024-09-10 18:21:18,862211073312019,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:21:12",37.05,0,80,1.09,3.62,7.94,-0.05,0,0.01,NE,Sitting,2,37.865,"28.535770,77.567853",100,0,"24/09/10,18:21:12",1,0
2007,30992,2024-09-10 18:22:27,862211073312019120027,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:22:23",37.08,0,80,1.08,3.61,7.97,-0.05,0,0.01,NE,Sitting,2,37.865,"28.535807,77.567820",100,0,"24/09/10,18:22:23",1,0
2008,30993,2024-09-10 18:23:37,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:23:33",37.01,0,80,1.08,3.61,7.92,-0.05,0,0.01,NE,Standing,2,37.865,"28.535763,77.567612",100,0,"24/09/10,18:23:33",1,0
2009,30994,2024-09-10 18:24:47,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:24:43",36.95,0,80,1.08,3.63,7.94,-0.05,0,0.01,NE,Standing,2,37.865,"28.535758,77.567845",100,0,"24/09/10,18:24:43",1,0
2010,30995,2024-09-10 18:25:58,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:25:54",36.9,0,80,1.09,3.61,7.92,-0.05,0,0.01,NE,Standing,2,37.865,"28.535808,77.567890",100,0,"24/09/10,18:25:54",1,0
2011,30996,2024-09-10 18:27:10,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:27:04",,0,80,1.08,3.6,7.94,-0.05,0,0.01,NE,Standing,2,37.865,"28.535835,77.567848",100,0,"24/09/10,18:27:04",1,3
2012,30997,2024-09-10 18:29:29,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:29:25",,0,80,1.07,3.63,7.93,-0.05,0,0.01,NE,Standing,2,37.865,"28.535923,77.567857",100,0,"24/09/10,18:29:25",1,3
2013,30998,2024-09-10 18:30:41,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:30:35",,0,80,1.09,3.61,7.93,-0.05,0,0.01,NE,Standing,2,37.865,"28.535730,77.567785",100,0,"24/09/10,18:30:35",1,3
2014,30999,2024-09-10 18:31:50,862211073312019120027,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:31:46",,0,80,1.08,3.62,7.92,-0.05,0,0.01,NE,Standing,2,37.865,"28.535755,77.567773",100,0,"24/09/10,18:31:46",1,3
2015,31000,2024-09-10 18:33:05,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:32:56",,0,80,1.07,3.62,7.95,-0.05,0,0.01,NE,Standing,2,37.865,"28.535755,77.567773",100,0,"24/09/10,18:32:56",1,3
2016,31001,2024-09-10 18:34:22,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:34:07",,0,80,1.09,3.62,7.94,-0.05,0,0.01,NE,Standing,2,37.865,"28.535745,77.567800",100,0,"24/09/10,18:34:07",1,3
2017,31002,2024-09-10 18:35:21,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:35:17",,0,80,1.08,3.6,7.96,-0.05,0,0.01,NE,Standing,2,37.865,"28.535810,77.567818",100,0,"24/09/10,18:35:17",1,3
2018,31003,2024-09-10 18:36:31,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:36:27",,0,80,1.09,3.62,7.94,-0.05,0,0.01,NE,Standing,2,37.865,"28.535837,77.567797",100,0,"24/09/10,18:36:27",1,3
2019,31004,2024-09-10 18:37:42,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:37:38",,0,80,1.07,3.62,7.95,-0.05,0,0.01,NE,Standing,2,37.865,"28.535807,77.567800",100,0,"24/09/10,18:37:38",1,3
2020,31005,2024-09-10 18:38:52,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:38:48",,0,80,1.08,3.62,7.92,-0.05,0,0.01,NE,Standing,2,37.865,"28.535755,77.567747",100,0,"24/09/10,18:38:48",1,3
2021,31006,2024-09-10 18:40:03,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:39:59",,0,42.26,1.07,3.6,7.93,-0.05,0,0.01,NE,Standing,2,37.865,"28.535662,77.567862",100,0,"24/09/10,18:39:59",1,3
2022,31007,2024-09-10 18:41:13,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/10,18:41:08",,0,42.26,1.07,3.62,7.9,-0.05,0,0.01,NE,Standing,2,37.865,"28.535807,77.567867",100,0,"24/09/10,18:41:08",1,3
2023,31008,2024-09-11 10:40:04,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,10:39:58",30.85,0,97.05,9.67,-2.47,0.42,-0.03,0.02,0.02,E,Standing,3,37.865,"28.535932,77.567870",100,0,"24/09/11,10:39:58",1,3
2024,31009,2024-09-11 10:50:37,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,10:50:32",36.37,0,98.93,9.69,0.15,1.18,0.11,-0.01,0.12,E,Standing,1,37.865,"28.535728,77.567938",100,0,"24/09/11,10:50:32",1,0
2025,31010,2024-09-11 10:51:47,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,10:51:43",36.56,0,99.35,9.03,5.16,-0.91,-0.75,0.13,-0.7,E,Standing,1,37.865,"28.535647,77.567933",100,0,"24/09/11,10:51:43",1,0
2026,31011,2024-09-11 10:52:57,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,10:52:53",36.56,0,93.62,9.88,1.9,0.26,-0.15,0.17,0.02,E,Standing,3,37.865,"28.535715,77.567960",100,0,"24/09/11,10:52:53",1,0
2027,31012,2024-09-11 10:54:08,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,10:54:03",36.78,0,98.97,9.96,-1.04,0.31,0.09,-0.07,0.03,E,Standing,1,37.865,"28.535715,77.567960",100,0,"24/09/11,10:54:03",1,0
2028,31013,2024-09-11 10:55:18,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,10:55:14",37.08,0,99.38,10.28,0.7,0.17,-0.11,0.07,-0.05,E,Standing,2,37.865,"28.535718,77.567915",100,0,"24/09/11,10:55:14",1,0
2029,31014,2024-09-11 10:56:28,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,10:56:24",37.28,0,99.49,9.88,2.51,-0.38,0.13,0,0.01,E,Standing,3,37.865,"28.535712,77.567927",100,0,"24/09/11,10:56:24",1,0
2030,31015,2024-09-11 10:57:39,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,10:57:35",37.53,0,99.18,9.88,0,0.48,-0.09,-0.04,0.03,E,Standing,1,37.865,"28.535710,77.567920",100,0,"24/09/11,10:57:35",1,0
2031,31016,2024-09-11 10:58:49,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,10:58:45",37.72,0,98.7,9.74,0.4,1,-0.06,-0.06,0.06,E,Standing,1,37.865,"28.535675,77.567923",100,0,"24/09/11,10:58:45",1,0
2032,31017,2024-09-11 11:00:00,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,10:59:55",37.73,0,99.24,10.04,-0.15,0.07,-0.05,0,0.01,E,Standing,2,37.865,"28.535663,77.567910",100,0,"24/09/11,10:59:55",1,0
2033,31018,2024-09-11 11:01:10,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:01:06",37.77,0,99.43,10.08,-0.42,-0.41,-0.06,0,0.02,E,Standing,2,37.865,"28.535663,77.567910",100,0,"24/09/11,11:01:06",1,2
2034,31019,2024-09-11 11:02:20,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:02:16",37.78,0,99.51,10.09,-0.6,-0.72,-0.07,0,0.02,E,Standing,2,37.865,"28.535663,77.567910",100,0,"24/09/11,11:02:16",1,2
2035,31020,2024-09-11 11:03:31,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:03:27",37.85,28,99.61,10.13,-0.77,-0.87,-0.05,0.02,0.02,E,Standing,2,37.865,"28.535670,77.567967",100,0,"24/09/11,11:03:27",1,2
2036,31021,2024-09-11 11:04:41,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:04:37",37.93,0,99.58,10.04,-0.82,-0.96,-0.07,0,0,E,Standing,2,37.865,"28.535677,77.567950",100,0,"24/09/11,11:04:37",1,2
2037,31022,2024-09-11 11:08:12,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:08:08",38.26,0,99.58,10.07,-1,-0.93,-0.05,-0.01,0.01,E,Standing,2,37.865,"28.535682,77.567948",100,0,"24/09/11,11:08:08",1,2
2038,31023,2024-09-11 11:09:23,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:09:18",38.3,0,99.58,10.04,-0.76,-0.98,-0.03,0,0.02,E,Sitting,1,37.865,"28.535663,77.567978",100,0,"24/09/11,11:09:18",1,2
2039,31024,2024-09-11 11:10:33,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:10:29",38.39,0,99.61,10.04,-0.98,-0.75,-0.07,0,0.01,E,Sitting,2,37.865,"28.535630,77.567940",100,0,"24/09/11,11:10:29",1,2
2040,31025,2024-09-11 11:14:04,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:14:00",37.91,0,97.1,9.79,1.94,0.87,-0.99,-0.51,0,E,Sitting,1,37.865,"28.535742,77.567988",100,0,"24/09/11,11:14:00",1,2
2041,31026,2024-09-11 11:15:16,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:15:10",37.77,0,98.62,9.42,2.41,1.95,-0.17,0.05,-0.07,E,Sitting,3,37.865,"28.535618,77.567923",100,0,"24/09/11,11:15:10",1,2
2042,31027,2024-09-11 11:16:26,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:16:20",37.29,0,95.05,7.29,4.06,4.27,0.39,-0.42,-0.44,E,Sitting,3,37.865,"28.535592,77.567953",100,0,"24/09/11,11:16:20",1,2
2043,31028,2024-09-11 11:17:36,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:17:31",37.24,0,91.68,2.04,-1.34,8.39,-0.07,0.01,0.01,E,Sitting,2,37.865,"28.535700,77.567977",100,0,"24/09/11,11:17:31",0,2
2044,31029,2024-09-11 11:18:46,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:18:41",37.66,0,95.34,2.23,-1.01,8.44,-0.05,0,0.01,E,Sitting,2,37.865,"28.535705,77.567935",100,0,"24/09/11,11:18:41",0,2
2045,31030,2024-09-11 11:19:56,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:19:51",37.85,0,97.19,2.45,-3.84,7.6,-0.09,-0.02,0.03,E,Sitting,3,37.865,"28.535680,77.567913",100,0,"24/09/11,11:19:51",0,2
2046,31031,2024-09-11 11:21:07,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:21:02",37.63,0,97.91,2.18,-5.2,7.02,-0.05,0,0.01,E,Sitting,2,37.865,"28.535837,77.567902",100,0,"24/09/11,11:21:02",0,2
2047,31032,2024-09-11 11:22:17,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:22:12",38.08,0,93.79,1.73,-1.39,8.49,-0.05,0,0.01,E,Sitting,2,37.865,"28.535737,77.568032",100,0,"24/09/11,11:22:12",0,2
2048,31033,2024-09-11 11:23:28,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:23:23",38.25,0,91.05,1.07,-0.04,8.66,-0.05,0,0.02,E,Sitting,3,37.865,"28.535700,77.568002",100,0,"24/09/11,11:23:23",0,2
2049,31034,2024-09-11 11:24:38,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:24:33",38.29,0,93.53,1.34,-1.62,8.31,0.19,-0.01,0.06,E,Sitting,3,37.865,"28.535680,77.567955",100,0,"24/09/11,11:24:33",0,2
2050,31035,2024-09-11 11:25:48,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:25:43",38.76,0,95.32,0.7,-0.27,8.66,0.06,0.05,0.04,E,Sitting,1,37.865,"28.535642,77.567945",100,0,"24/09/11,11:25:43",0,3
2051,31036,2024-09-11 11:26:59,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:26:54",38.92,0,93.33,1.55,-1.13,8.25,0.16,-0.23,-0.08,E,Sitting,1,37.865,"28.535642,77.567945",100,0,"24/09/11,11:26:54",0,3
2052,31037,2024-09-11 11:28:09,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:28:04",38.96,0,91,0.29,-1.18,8.6,-0.05,0.01,-0.01,E,Sitting,3,37.865,"28.535837,77.567950",100,0,"24/09/11,11:28:04",0,3
2053,31038,2024-09-11 11:30:32,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:30:25",39.02,0,91.97,1.12,-0.73,8.62,-0.05,0,0.01,E,Sitting,2,37.865,"28.535767,77.567783",100,0,"24/09/11,11:30:25",0,3
2054,31039,2024-09-11 11:31:40,862211073312019120027,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:31:35",39.28,0,93.18,0.4,-1.19,8.64,0.02,0.01,-0.01,E,Sitting,3,37.865,"28.535732,77.567927",100,0,"24/09/11,11:31:35",0,3
2055,31040,2024-09-11 11:32:51,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:32:46",39.1,0,92.76,1.05,-1.04,8.63,-0.09,0,0.03,E,Sitting,3,37.865,"28.535950,77.567952",100,0,"24/09/11,11:32:46",0,3
2056,31041,2024-09-11 11:34:01,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:33:56",39.25,0,90.47,2.27,0.57,8.44,-0.15,0.15,0.1,E,Sitting,2,37.865,"28.535988,77.567998",100,0,"24/09/11,11:33:56",0,3
2057,31042,2024-09-11 11:35:11,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:35:06",39.17,0,90.25,1.68,-0.35,8.76,-0.1,-0.03,0.08,E,Sitting,2,37.865,"28.535725,77.567832",100,0,"24/09/11,11:35:06",0,3
2058,31043,2024-09-11 11:37:32,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:37:27",39.23,0,91.43,1.34,-0.85,8.61,-0.01,-0.14,-0.04,E,Sitting,1,37.865,"28.535732,77.567822",100,0,"24/09/11,11:37:27",0,3
2059,31044,2024-09-11 11:38:43,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:38:38",39.47,0,91.95,0.09,-1.1,8.68,-0.05,-0.03,0.03,E,Sitting,2,37.865,"28.535785,77.567848",100,0,"24/09/11,11:38:38",0,3
2060,31045,2024-09-11 11:39:53,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:39:48",39.5,0,96.26,1.16,-3.11,8.14,-0.25,0,0.14,E,Sitting,0,37.865,"28.535773,77.568063",100,0,"24/09/11,11:39:48",0,3
2061,31046,2024-09-11 11:41:03,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:40:58",39.57,0,97.03,0.32,-4.34,7.59,0.07,0.13,-0.05,E,Sitting,0,37.865,"28.535815,77.567795",100,0,"24/09/11,11:40:58",0,3
2062,31047,2024-09-11 11:42:14,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:42:09",39.56,0,94.97,0.75,-1.7,8.47,0.1,0,-0.06,E,Sitting,2,37.865,"28.535908,77.567827",100,0,"24/09/11,11:42:09",0,3
2063,31048,2024-09-11 11:43:24,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:43:19",39.41,0,92.29,1.25,-0.27,8.75,-0.09,0.04,0.03,E,Sitting,2,37.865,"28.535840,77.568000",100,0,"24/09/11,11:43:19",0,3
2064,31049,2024-09-11 11:44:35,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:44:30",39.5,0,93.29,0.89,-0.76,8.63,-0.02,0,0,E,Sitting,2,37.865,"28.535597,77.568030",100,0,"24/09/11,11:44:30",0,3
2065,31050,2024-09-11 11:45:45,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:45:40",39.69,0,94.23,1.25,-0.62,8.75,-0.08,0.08,0.01,E,Sitting,2,37.865,"28.535803,77.567883",100,0,"24/09/11,11:45:40",0,3
2066,31051,2024-09-11 11:46:55,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:46:50",39.5,0,90.53,0.41,-0.57,8.55,-0.02,-0.06,0.08,E,Sitting,2,37.865,"28.535817,77.567963",100,0,"24/09/11,11:46:50",0,3
2067,31052,2024-09-11 11:48:06,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:48:01",39.6,0,91.46,0.66,-0.42,8.78,-0.05,0.02,0.03,E,Sitting,2,37.865,"28.535652,77.567722",100,0,"24/09/11,11:48:01",0,3
2068,31053,2024-09-11 11:49:16,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:49:11",39.71,0,91.51,0.8,-0.33,8.58,-0.1,0.04,0.08,E,Sitting,2,37.865,"28.535743,77.567927",100,0,"24/09/11,11:49:11",0,3
2069,31054,2024-09-11 11:50:27,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:50:22",39.76,0,91.23,1.03,-0.24,8.67,-0.02,0.02,-0.06,E,Sitting,2,37.865,"28.535672,77.567838",100,0,"24/09/11,11:50:22",0,3
2070,31055,2024-09-11 11:51:37,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:51:32",39.23,0,90.96,0.44,0.02,8.7,-0.07,0.09,0.14,E,Sitting,2,37.865,"28.535653,77.567798",100,0,"24/09/11,11:51:32",0,3
2071,31056,2024-09-11 11:52:51,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:52:42",39.64,0,92.72,0.8,-0.91,8.69,-0.01,0.04,-0.02,E,Sitting,2,37.865,"28.535757,77.567990",100,0,"24/09/11,11:52:42",0,3
2072,31057,2024-09-11 11:53:58,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:53:53",39.91,0,94.68,1.41,-2.28,8.48,-0.01,0.08,-0.01,E,Sitting,3,37.865,"28.535652,77.567970",100,0,"24/09/11,11:53:53",0,3
2073,31058,2024-09-11 11:55:08,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:55:03",39.83,0,94.22,-0.17,-2.78,8.05,-0.1,0.04,0.09,E,Sitting,2,37.865,"28.535842,77.568123",100,0,"24/09/11,11:55:03",0,3
2074,31059,2024-09-11 11:56:19,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:56:14",39.98,0,94.34,2.74,-4.08,7.67,-0.03,0.18,-0.02,E,Sitting,3,37.865,"28.535863,77.568073",100,0,"24/09/11,11:56:14",0,3
2075,31060,2024-09-11 11:57:29,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:57:24",39.49,0,96.47,-0.21,-1.05,8.59,0.11,0.02,0.03,E,Sitting,3,37.865,"28.535820,77.567958",100,0,"24/09/11,11:57:24",0,3
2076,31061,2024-09-11 11:58:39,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:58:34",39.78,0,95.01,-0.96,-2.42,8.26,-0.04,0.01,0.08,E,Sitting,3,37.865,"28.535718,77.567925",100,0,"24/09/11,11:58:34",0,2
2077,31062,2024-09-11 11:59:50,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,11:59:45",39.66,0,96.81,-0.34,-5.06,7.29,-0.05,-0.01,0.03,E,Sitting,3,37.865,"28.535800,77.567938",100,0,"24/09/11,11:59:45",0,2
2078,31063,2024-09-11 12:03:21,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:03:16",39.15,0,97.3,0.02,-4.94,7.32,-0.05,0,0.01,E,Sitting,2,37.865,"28.535853,77.567943",100,0,"24/09/11,12:03:16",0,2
2079,31064,2024-09-11 12:05:42,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:05:37",39.48,0,93.79,2.98,4.11,7.37,-0.05,0.01,0,E,Sitting,2,37.865,"28.535732,77.567962",100,0,"24/09/11,12:05:37",0,2
2080,31065,2024-09-11 12:08:11,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:07:57",39.84,0,93.6,2.94,4.1,7.41,-0.06,0.01,0.01,E,Sitting,2,37.865,"28.536053,77.567970",100,0,"24/09/11,12:07:57",0,2
2081,31066,2024-09-11 12:09:13,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:09:08",39.97,0,94.22,2.83,4.06,7.43,-0.06,0.01,0.01,E,Sitting,2,37.865,"28.535728,77.567895",100,0,"24/09/11,12:09:08",0,2
2082,31067,2024-09-11 12:10:23,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:10:18",40.03,0,94.27,2.74,4.03,7.47,-0.06,0.01,0,E,Sitting,2,37.865,"28.535728,77.567895",100,0,"24/09/11,12:10:18",0,2
2083,31068,2024-09-11 12:11:34,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:11:29",39.99,0,94.71,0.78,3.69,8.12,-0.11,-0.06,0.04,N,Sitting,2,37.865,"28.535838,77.567910",100,0,"24/09/11,12:11:29",0,2
2084,31069,2024-09-11 12:12:44,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:12:39",38.46,0,97.37,1.15,-7.47,5.18,-0.05,0.01,0,E,Sitting,3,37.865,"28.535838,77.567910",100,0,"24/09/11,12:12:39",0,2
2085,31070,2024-09-11 12:13:55,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:13:49",39.22,0,97.64,0.61,-4.13,7.75,0,0,0,E,Sitting,2,37.865,"28.535880,77.567930",100,0,"24/09/11,12:13:49",0,2
2086,31071,2024-09-11 12:15:06,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:15:00",39.85,0,97.05,-0.04,-4.25,7.71,-0.05,0,0.01,E,Sitting,2,37.865,"28.535830,77.567878",100,0,"24/09/11,12:15:00",0,2
2087,31072,2024-09-11 12:16:16,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:16:11",39.95,0,96.31,-0.47,-4.64,7.48,-0.05,0,0.03,E,Sitting,2,37.865,"28.535830,77.567878",100,0,"24/09/11,12:16:11",0,2
2088,31073,2024-09-11 12:17:26,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:17:21",39.13,0,97.63,0.31,-4.48,7.62,-0.03,0.01,-0.02,E,Standing,2,37.865,"28.535822,77.567885",100,0,"24/09/11,12:17:21",0,2
2089,31074,2024-09-11 12:18:36,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:18:32",39.9,0,96.47,-0.06,-3.29,8.07,0.01,0.01,-0.03,E,Standing,2,37.865,"28.535955,77.567727",100,0,"24/09/11,12:18:32",0,2
2090,31075,2024-09-11 12:19:47,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:19:42",40.15,0,94.73,-0.84,-2.29,8.35,-0.05,0,0.01,E,Standing,2,37.865,"28.535910,77.567865",100,0,"24/09/11,12:19:42",0,2
2091,31076,2024-09-11 12:20:57,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:20:53",39.69,0,97.23,0.73,-4.59,7.85,0.09,-0.04,0.15,E,Standing,3,37.865,"28.535885,77.567887",100,0,"24/09/11,12:20:53",0,2
